Name,Author,Created,Vendor,CVE,ExpectedLocations,VulnerableExecutablePath,VulnerableExecutableType,VulnerableExecutableAutoElevated,VulnerableExecutablePrivilegeEscalation,VulnerableExecutableCondition,VulnerableExecutableSHA256,VulnerableExecutableEnvironmentVariable,Resources,Acknowledgements,URL
"iepdf32.dll","Jai Minton - HuntressLabs","2024-07-09","HandySoftware","","%PROGRAMFILES%\Handy Viewer","%PROGRAMFILES%\Handy Viewer\hv.exe","Sideloading","","","","6d8905ec0b1dfdc0a10d1cce40714ddd73205a09ad390b933ddbecdcf06a4cf2","","https://www.virustotal.com/gui/file/b748e5dc64f5ece1b256705b7365a89b3be9284587da5f3abbde4be78864867e/relations, https://www.virustotal.com/gui/file/030ca3bb54a276eea7cdf69d90d04b58a4fa500396e94340895f923d87dc169a/relations","Jai Minton (@cyberrraiju)","https://hijacklibs.net/entries/3rd_party/handysoftware/iepdf32.html"
"hpcustpartui.dll","Christiaan Beek","2023-01-10","HP","","%PROGRAMFILES%\HP","HPCustParticUI.exe","Sideloading","","","","8857232077b4b0f0e4a2c3bb5717fd65079209784f41694f8e1b469e34754cf6","","https://www.trellix.com/en-us/about/newsroom/stories/research/operation-harvest-a-deep-dive-into-a-long-term-campaign.html, https://decoded.avast.io/threatintel/apt-treasure-trove-avast-suspects-chinese-apt-group-mustang-panda-is-collecting-data-from-burmese-government-agencies-and-opposition-groups/","Christiaan Beek (@ChristiaanBeek)","https://hijacklibs.net/entries/3rd_party/hp/hpcustpartui.html"
"hpqhvsei.dll","Wietze Beukema","2023-02-26","HP","","%PROGRAMFILES%\HP","hpqhvind.exe","Sideloading","","","","404c4ab8ea4d0c05ac78038a7addb045861706832ea3a51dec8c39cfc15017d3","","https://www.secureworks.com/research/shadowpad-malware-analysis, https://www.welivesecurity.com/2020/01/31/winnti-group-targeting-universities-hong-kong/, https://www.hexacorn.com/blog/2023/02/25/beyond-good-ol-run-key-part-141/","Adam (@Hexacorn)","https://hijacklibs.net/entries/3rd_party/hp/hpqhvsei.html"
"liteskinutils.dll","Jai Minton - HuntressLabs","2024-05-06","ICQ","","%PROGRAMFILES%\ICQLite","%PROGRAMFILES%\ICQLite\ICQLite.exe","Sideloading","","","","e6baea057b35e495a3fc3cdf3b95d503c3abc63c371fbb0067f1052798ce3601","","https://www.virustotal.com/gui/file/e5e53392b29b74545e463b65052e0b6b07e8299d709f07501fb0f31b97a679ab/details, https://www.virustotal.com/gui/file/a278d5604a93e93a5580845da93af6c316a37a4cd35c1fc9348958ae1bebdb90/details, https://www.virustotal.com/gui/file/104ca4690b0ff17eb55e1330c5baf5580a731b6834f0716c483e646d6030855c/relations, https://www.virustotal.com/gui/file/010f55aef8ccba2ea1307d934decd577a08fa21547d1db30e01f3ae5ff1cce07/relations","Jai Minton (@cyberrraiju)","https://hijacklibs.net/entries/3rd_party/icq/liteskinutils.html"
"skinutils.dll","Jai Minton - HuntressLabs","2024-05-06","ICQ","","%PROGRAMFILES%\ICQLite","%PROGRAMFILES%\ICQLite\ICQLite.exe","Sideloading","","","","e6baea057b35e495a3fc3cdf3b95d503c3abc63c371fbb0067f1052798ce3601","","https://www.virustotal.com/gui/file/e5e53392b29b74545e463b65052e0b6b07e8299d709f07501fb0f31b97a679ab/details, https://www.virustotal.com/gui/file/a278d5604a93e93a5580845da93af6c316a37a4cd35c1fc9348958ae1bebdb90/details, https://www.virustotal.com/gui/file/104ca4690b0ff17eb55e1330c5baf5580a731b6834f0716c483e646d6030855c/relations, https://www.virustotal.com/gui/file/010f55aef8ccba2ea1307d934decd577a08fa21547d1db30e01f3ae5ff1cce07/relations","Jai Minton (@cyberrraiju)","https://hijacklibs.net/entries/3rd_party/icq/skinutils.html"
"tbb.dll","Jai Minton","2025-06-24","Intel","","%PROGRAMFILES%\Adobe\Adobe Photoshop CC %VERSION%","%PROGRAMFILES%\Adobe\Adobe Photoshop CC %VERSION%\AGF3DPrinterDriver.exe","Sideloading","","","","6a7a23891816196fa6a6966886bc14edf6cd1f1cc9d865e8dbed8b59adc7c7c2","","https://www.virustotal.com/gui/file/d6ca9b88d5eb884a761a068700b8bbb509b01bba322ce6086e500e4e6f332adf/detection","Jai Minton (@CyberRaiju)","https://hijacklibs.net/entries/3rd_party/intel/tbb.html"
"register.dll","Jai Minton - HuntressLabs","2024-05-06","IObit","","%PROGRAMFILES%\IObit\Driver Booster\%VERSION%","%PROGRAMFILES%\IObit\Driver Booster\%VERSION%\DriverBooster.exe","Sideloading","","","","8aed681ad8d660257c10d2f0e85ae673184055a341901643f27afc38e5ef8473","","https://www.virustotal.com/gui/file/0500e5ad7e344d32ee26da988aeb30f6344a0c89a68eacce5d6a5683d1fee0e1/relations, https://www.virustotal.com/gui/file/cdfe0f80cd3dc1914c7ad1a6305c0c1116168a37c5cfe8ff51650e2ac814b818/details","Jai Minton (@cyberrraiju)","https://hijacklibs.net/entries/3rd_party/iobit/register.html"
"common.dll","Jai Minton","2025-05-05","iroot","","%PROGRAMFILES%\iroot","%PROGRAMFILES%\iroot\romasterconnection.exe","Sideloading","","","","12cbaa57e3241d9f997c41a171ff40cf37ee8ab421fa1f35d2354891bf51815c","","https://www.herdprotect.com/romasterconnection.exe-61602b5ec9ff4f651e87c9c4a15a7e4cc7c733aa.aspx, https://www.virustotal.com/gui/file/5aef5d7e917612b6390904f6468c3d0dbcf30345277b3ad0fe79e62fa8003c5b","Jai Minton (@CyberRaiju)","https://hijacklibs.net/entries/3rd_party/iroot/common.html"
"rtl120.dll","Jai Minton - HuntressLabs","2024-06-14","iTop","","%PROGRAMFILES%\DualSafe Password Manager","%PROGRAMFILES%\DualSafe Password Manager\DPMInit.exe","Sideloading","","","","26a24d3b0206c6808615c7049859c2fe62c4dcd87e7858be40ae8112b0482616","","https://www.virustotal.com/gui/file/0e93a41edf1ca3e1723e5e0d73f3e0f54d6d672606b9dc0cda745f87e3fd0339/relations, https://www.virustotal.com/gui/file/6028d64b53880676fcd62b445fd71952f9141b8ac0e60329b15cf9e04e437cea/details","Jai Minton (@cyberrraiju)","https://hijacklibs.net/entries/3rd_party/itop/rtl120.html"
"webui.dll","Jai Minton - HuntressLabs","2024-08-30","iTop","","%PROGRAMFILES%\iTop Screen Recorder","%PROGRAMFILES%\iTop Screen Recorder\iScrPaint.exe","Sideloading","","","","46afbf1cbd2e1b5e108c133d4079faddc7347231b0c48566fd967a3070745e7f","","https://www.virustotal.com/gui/file/063d2c12aa8316b242c5beb9dbbf934be7cee9df93b1612de9aa2f1f3084f0da/relations, https://www.virustotal.com/gui/file/521c0de9a7b2db7d9a65b443dd630a28e2b4e33f8c56336e7630c646aa2cf280/detection","Jai Minton (@cyberrraiju)","https://hijacklibs.net/entries/3rd_party/itop/webui.html"
"krpt.dll","Still Hsu","2024-11-09","Kingsoft","","%PROGRAMFILES%\Kingsoft\WPS Office\%VERSION%\office6","%PROGRAMFILES%\Kingsoft\WPS Office\%VERSION%\office6\wpp.exe","Sideloading","","","","","","https://www.virustotal.com/gui/file/4957a62e019c30c0a79e4d2d4dd854f6e8f6e0aadb606e157525d98ee0ac5096, https://www.virustotal.com/gui/file/57acd8566e6cc0526e99d0ba450c662b11a5f70b08bcfe0f326654d9f630a1f1","Still Hsu (@AzakaSekai_)","https://hijacklibs.net/entries/3rd_party/kingsoft/krpt.html"
"commfunc.dll","Wietze Beukema","2021-12-08","Lenovo","","%PROGRAMFILES%\Lenovo\Communications Utility","cammute.exe","Sideloading","","","","457b71d3effea8ec517277d17cf35a0b775103e549c0a779c81ba4eb125503ba","","https://blog.trendmicro.com/trendlabs-security-intelligence/new-wave-of-plugx-targets-legitimate-apps/","","https://hijacklibs.net/entries/3rd_party/lenovo/commfunc.html"
"quickdeskband.dll","Wietze Beukema","2024-07-15","Lenovo","","","lenovodesk.exe","Sideloading","","","","db0e5a869b63f4ee5ce17e58a35b42ecb9889f9ab4fb7d2d591ff029a0363751","","https://twitter.com/StopMalvertisin/status/1722939123470848279, https://twitter.com/RexorVc0/status/1811280904662257907, https://mp.weixin.qq.com/s/IB2w86cXcpmGS8qrOnprKw","","https://hijacklibs.net/entries/3rd_party/lenovo/quickdeskband.html"
"tts.dll","Walter Gordillo","2025-03-14","LeppSoft","","%PROGRAMFILES%\Soundpad","%PROGRAMFILES%\Soundpad\Soundpad.exe","Sideloading","","","","9B17717DFC9852E2C7B730CCE4B8058528667D0B484BB936D3CE07B66AB50D72","","https://www.virustotal.com/gui/file/9f45aadddaae7ad3076e0591fa4ccce302248c079dc07f5c9e3da788bdae0292/relations, https://www.virustotal.com/gui/file/af328ef3ae2c81a0ad5937cb186bb45d3190dbee390e180240e0a0218a1bce98","Walter Gordillo (@n0tspam)","https://hijacklibs.net/entries/3rd_party/leppsoft/tts.html"
"lmiguardiandll.dll","Christiaan Beek","2023-01-11","LogMeIn","","%PROGRAMFILES%\LogMeIn, %PROGRAMFILES%\LogMeIn\x86, %PROGRAMFILES%\LogMeIn\x64","LMIGuardianSvc.exe","Sideloading","","","","26C855264896DB95ED46E502F2D318E5F2AD25B59BDC47BD7FFE92646102AE0D","","https://twitter.com/StopMalvertisin/status/1610961056163311619, https://blog.osarmor.com/311/lmiguardiansvc-exe-logmein-abused-to-sideload-malicious-dll/","Kimberly (@StopMalvertisin)","https://hijacklibs.net/entries/3rd_party/logmein/lmiguardiandll.html"
"facesdk.dll","Wietze Beukema","2023-04-04","Luxand","","%PROGRAMFILES%\luxand\facesdk\bin\win64","%PROGRAMFILES%\luxand\facesdk\bin\win64\FacialFeatureDemo.exe","Sideloading","","","","0d243cbcd1c3654ca318d2d6d08f4e9d293fc85a68d751a52c23b04314c67b99","","https://decoded.avast.io/threatintel/apt-treasure-trove-avast-suspects-chinese-apt-group-mustang-panda-is-collecting-data-from-burmese-government-agencies-and-opposition-groups/","","https://hijacklibs.net/entries/3rd_party/luxand/facesdk.html"
"ashldres.dll","Wietze Beukema","2021-12-08","McAfee","","%PROGRAMFILES%\McAfee.com\VSO","mcvsshld.exe","Sideloading","","","","4512d852cad65ab6bee423619ed32188e444ee5518f51adc5502961724af62e7","","https://www.sophos.com/en-us/medialibrary/PDFs/technical%20papers/sophos-rotten-tomato-campaign.pdf","","https://hijacklibs.net/entries/3rd_party/mcafee/ashldres.html"
"lockdown.dll","Wietze Beukema","2022-06-13","McAfee","","%PROGRAMFILES%\McAfee\VirusScan Enterprise","mfeann.exe","Sideloading","","","","07bbd8a80b5377723b13dbb40a01ca44cbc203369f5e5652a25b448e27ca108c","","https://twitter.com/thepacketrat/status/1520878930449817600, https://news.sophos.com/en-us/2021/10/04/atom-silo-ransomware-actors-use-confluence-exploit-dll-side-load-for-stealthy-attack/","Sean Gallagher (@thepacketrat)","https://hijacklibs.net/entries/3rd_party/mcafee/lockdown.html"
"mcutil.dll","Jai Minton - HuntressLabs","2024-08-07","McAfee","","%PROGRAMFILES%\McAfee Inc.\McAfee Total Protection 2009","mcoemcpy.exe","Sideloading","","","","3124fcb79da0bdf9d0d1995e37b06f7929d83c1c4b60e38c104743be71170efe","","https://www.virustotal.com/gui/file/3bcb28d19a779b6da0c42c1506cd1908f9bcceeffff45f572677e032551f9a96/relations, https://www.virustotal.com/gui/file/b0263de0622050091a0fbf06428229e5da291b87926ca29c8ee3b01a2a514e4f/detection, https://web-assets.esetstatic.com/wls/2018/03/ESET_OceanLotus.pdf, https://www.huntress.com/blog/advanced-persistent-threat-targeting-vietnamese-human-rights-defenders","Jai Minton (@cyberrraiju), Craig Sweeney (@bumbucha)","https://hijacklibs.net/entries/3rd_party/mcafee/mcutil.html"
"siteadv.dll","Christiaan Beek","2023-01-16","McAfee","","%PROGRAMFILES%\SiteAdvisor\%VERSION%","sideadv.exe","Sideloading","","","","d3a50abae9ab782b293d7e06c7cd518bbcec16df867f2bdcc106dec1e75dc80b","","https://www.nortonlifelock.com/sites/default/files/2021-10/OPERATION%20EXORCIST%20White%20Paper.pdf, https://www.ptsecurity.com/ww-en/analytics/pt-esc-threat-intelligence/space-pirates-tools-and-connections/","Christiaan Beek (@ChristiaanBeek)","https://hijacklibs.net/entries/3rd_party/mcafee/siteadv.html"
"vsodscpl.dll","Wietze Beukema","2022-06-13","McAfee","","%PROGRAMFILES%\McAfee\VirusScan Enterprise","scncfg32.exe","Sideloading","","","","8374046690b8bb2468cfa636ebbe731ea79103825d2450057338214d3112909f","","https://eiploader.wordpress.com/2011/03/28/digitally-signed-malware-without-stealing-certificates/","Sean Gallagher (@thepacketrat)","https://hijacklibs.net/entries/3rd_party/mcafee/vsodscpl.html"
"mediainfo_i386.dll","Jai Minton - HuntressLabs","2024-06-13","MediaInfo","","%PROGRAMFILES%\MediaInfo","%PROGRAMFILES%\MediaInfo\MediaInfo.exe","Sideloading","","","","4fc64e114f80ce755040ac2891bd1fab0492a831177491f3fe1382adf94030f9","","https://www.virustotal.com/gui/file/69d9667cfab126f1c473163771511602497e05a908b3dbeaa29d165af879da97","Michael Elford, Jai Minton (@cyberrraiju)","https://hijacklibs.net/entries/3rd_party/mediainfo/mediainfo_i386.html"
"tutil32.dll","Jai Minton","2025-05-06","mitec","","%PROGRAMFILES%\PDE","%PROGRAMFILES%\PDE\PDE.exe","Sideloading","","","","6243d4d73e8d43dd2d4dd7dc3ef761d7c23581ee7f3d047699d894b01bc022d6","","https://www.mitec.cz/pde.html","Jai Minton (@CyberRaiju)","https://hijacklibs.net/entries/3rd_party/mitec/tutil32.html"
"libxfont-1.dll","Jai Minton - HuntressLabs","2024-05-10","Mobatek","","%PROGRAMFILES%\Mobatek\MobaXterm Personal Edition, %PROGRAMFILES%\Mobatek\MobaXterm","%PROGRAMFILES%\Mobatek\MobaXterm Personal Edition\MobaXterm.exe","Sideloading","","","","35132e05638b942403b8a813925de7b54e2e2e35b6ba7a8a081e8b96edd4c0aa","","https://www.virustotal.com/gui/file/b99bd7ffb7634749487570d0b3a7e423047de4ab13a10c2d912660aec322618e/details","Jai Minton (@cyberrraiju)","https://hijacklibs.net/entries/3rd_party/mobatek/libxfont-1.html"
"libxfont-1.dll","Jai Minton - HuntressLabs","2024-05-10","Mobatek","","%PROGRAMFILES%\Mobatek\MobaXterm Personal Edition, %PROGRAMFILES%\Mobatek\MobaXterm","%PROGRAMFILES%\Mobatek\MobaXterm\MobaXterm.exe","Sideloading","","","","35132e05638b942403b8a813925de7b54e2e2e35b6ba7a8a081e8b96edd4c0aa","","https://www.virustotal.com/gui/file/b99bd7ffb7634749487570d0b3a7e423047de4ab13a10c2d912660aec322618e/details","Jai Minton (@cyberrraiju)","https://hijacklibs.net/entries/3rd_party/mobatek/libxfont-1.html"
"mozglue.dll","Wietze Beukema","2022-09-26","Mozilla","","%PROGRAMFILES%\SeaMonkey, %PROGRAMFILES%\Mozilla Firefox, %PROGRAMFILES%\Mozilla Thunderbird","%PROGRAMFILES%\SeaMonkey\seamonkey.exe","Sideloading","","","","","","https://twitter.com/SBousseaden/status/1530595156055011330","Samir (@sbousseaden)","https://hijacklibs.net/entries/3rd_party/mozilla/mozglue.html"
"mimetools.dll","Wietze Beukema","2024-03-31","Notepad++","","%PROGRAMFILES%\Notepad++\plugins, %PROGRAMFILES%\Notepad++\plugins\mimetools","%PROGRAMFILES%\Notepad++\notepad++.exe","Sideloading","","","","a41ecbdc16f1e893c5f40bae38174e14e3d969408b219f3f87fec2460d9fea40","","https://twitter.com/Cryptolaemus1/status/1770507063816241440","","https://hijacklibs.net/entries/3rd_party/notepad++/mimetools.html"
"providers.dll","Wietze Beukema","2022-08-01","npm","CVE-2022-32223","","%PROGRAMFILES%\nodejs\node.exe","Phantom","","","Node.js versions earlier than 16.16.0 (LTS) and 14.20.0 on Windows","","","https://blog.aquasec.com/cve-2022-32223-dll-hijacking","","https://hijacklibs.net/entries/3rd_party/npm/providers.html"
"nvsmartmax.dll","Wietze Beukema","2023-09-04","Nvidia","","%PROGRAMFILES%\NVIDIA Corporation\Display","%PROGRAMFILES%\NVIDIA Corporation\Display\nvSmartEx.exe","Sideloading","","","","523d28df917f9d265cd2c0d38df26277bc56a535145100ed82e6f5fdeaae7256","","https://www.cybereason.com/blog/research/deadringer-exposing-chinese-threat-actors-targeting-major-telcos, https://www.mandiant.com/sites/default/files/2022-02/rt-apt41-dual-operation.pdf","","https://hijacklibs.net/entries/3rd_party/nvidia/nvsmartmax.html"
"opera_elf.dll","Wietze Beukema","2023-07-28","Opera","","%LOCALAPPDATA%\Programs\Opera\%VERSION%, %LOCALAPPDATA%\Programs\Opera GX\%VERSION%, %PROGRAMFILES%\Opera\%VERSION%","%LOCALAPPDATA%\programs\opera\%VERSION%\opera.exe","Sideloading","","","","97b2a5f2a7e7b8048162ef93c932e0ffafdd875d54c026524fc3e340d70e4991","","https://twitter.com/ShitSecure/status/1566127363389329412","S3cur3Th1sSh1t (@ShitSecure)","https://hijacklibs.net/entries/3rd_party/opera/opera_elf.html"
"jli.dll","Swachchhanda Shrawan Poudel","2025-07-09","Oracle","","%PROGRAMFILES%\Java\%VERSION%\bin, %PROGRAMFILES%\%VERSION%\jre\bin, %LOCALAPPDATA%\Temp\%VERSION%\bin","%PROGRAMFILES%\Java\%VERSION%\bin\jsadebugd.exe","Sideloading","","","","76618263ac3d71779c18526c5ecc75a025ad0c78212b6a2bc089b22a1b8ca567","","https://lab52.io/blog/snake-keylogger-in-geopolitical-affairs-abuse-of-trusted-java-utilities-in-cybercrime-operations/, https://www.virustotal.com/gui/file/18e3d1542d9d375f2e1d4631e03e9874fca9a1655ee6d01121d0c94e138be174, https://securelist.com/apt41-in-africa/116986/, https://www.proofpoint.com/us/blog/threat-insight/phish-china-aligned-espionage-actors-ramp-up-taiwan-semiconductor-targeting","Swachchhanda Shrawan Poudel (@_swachchhanda_)","https://hijacklibs.net/entries/3rd_party/oracle/jli.html"
"jli.dll","Swachchhanda Shrawan Poudel","2025-07-09","Oracle","","%PROGRAMFILES%\Java\%VERSION%\bin, %PROGRAMFILES%\%VERSION%\jre\bin, %LOCALAPPDATA%\Temp\%VERSION%\bin","%PROGRAMFILES%\Java\%VERSION%\bin\java.exe","Sideloading","","","","","","https://lab52.io/blog/snake-keylogger-in-geopolitical-affairs-abuse-of-trusted-java-utilities-in-cybercrime-operations/, https://www.virustotal.com/gui/file/18e3d1542d9d375f2e1d4631e03e9874fca9a1655ee6d01121d0c94e138be174, https://securelist.com/apt41-in-africa/116986/, https://www.proofpoint.com/us/blog/threat-insight/phish-china-aligned-espionage-actors-ramp-up-taiwan-semiconductor-targeting","Swachchhanda Shrawan Poudel (@_swachchhanda_)","https://hijacklibs.net/entries/3rd_party/oracle/jli.html"
"jli.dll","Swachchhanda Shrawan Poudel","2025-07-09","Oracle","","%PROGRAMFILES%\Java\%VERSION%\bin, %PROGRAMFILES%\%VERSION%\jre\bin, %LOCALAPPDATA%\Temp\%VERSION%\bin","%PROGRAMFILES%\Java\%VERSION%\bin\javaw.exe","Sideloading","","","","","","https://lab52.io/blog/snake-keylogger-in-geopolitical-affairs-abuse-of-trusted-java-utilities-in-cybercrime-operations/, https://www.virustotal.com/gui/file/18e3d1542d9d375f2e1d4631e03e9874fca9a1655ee6d01121d0c94e138be174, https://securelist.com/apt41-in-africa/116986/, https://www.proofpoint.com/us/blog/threat-insight/phish-china-aligned-espionage-actors-ramp-up-taiwan-semiconductor-targeting","Swachchhanda Shrawan Poudel (@_swachchhanda_)","https://hijacklibs.net/entries/3rd_party/oracle/jli.html"
"launcher.dll","Jai Minton","2025-05-07","Oracle","","%PROGRAMFILES%\SQL Developer\ide\bin, %PROGRAMFILES%\sqldeveloper\ide\bin","%PROGRAMFILES%\SQL Developer\sqldeveloper.exe","Search Order","","","","8ceb437a7a38f035587d2e67a2e9d231552680ac34822f9d9e61b7b978160741","","https://www.virustotal.com/gui/file/c3b48c62b34510e2328b790f9fabed994a91998f36c0c40bcf628b93f40d8ae5/relations","Jai Minton (@CyberRaiju)","https://hijacklibs.net/entries/3rd_party/oracle/launcher.html"
"qtcorevbox4.dll","Jai Minton - HuntressLabs","2024-04-15","Oracle","","%PROGRAMFILES%\Oracle\VirtualBox","%PROGRAMFILES%\Oracle\VirtualBox\VBoxTestOGL.exe","Sideloading","","","","e631bf67c349ce3afc7d5960b0247af9466292bc314ff393dee0716f3a50fd5f","","https://asec.ahnlab.com/en/58319/, https://www.virustotal.com/gui/file/cf801023465679ec34084bdb1adb9f54b2fc3130925a4b8fdc10b11639b4a7cd, https://www.virustotal.com/gui/file/a6e6b1a47021fa1e4d36b047f5326eb04d5f545907fc6ac3730162a07cc792ff","Jai Minton (@cyberrraiju)","https://hijacklibs.net/entries/3rd_party/oracle/qtcorevbox4.html"
"vboxrt.dll","Jai Minton - HuntressLabs","2024-04-15","Oracle","","%PROGRAMFILES%\Oracle\VirtualBox","%PROGRAMFILES%\Oracle\VirtualBox\VBoxSVC.exe","Sideloading","","","","448402c129a721812fa1c5f279f5ca906b9c8bbca652a91655d144d20ce5e6b4","","https://asec.ahnlab.com/en/58319/, https://www.virustotal.com/gui/file/cf801023465679ec34084bdb1adb9f54b2fc3130925a4b8fdc10b11639b4a7cd","Jai Minton (@cyberrraiju)","https://hijacklibs.net/entries/3rd_party/oracle/vboxrt.html"
"winutils.dll","Wietze Beukema","2023-04-04","Palo Alto","","%PROGRAMFILES%\Palo Alto Networks\Traps","%PROGRAMFILES%\Palo Alto Networks\Traps\cydump.exe","Sideloading","","","Cortex XDR Dump Service Tool (cydump.exe) version 7.3.0.16740 and before","4874d336c5c7c2f558cfd5954655cacfc85bcfcb512a45fb0ff461ce9c38b86d","","https://research.checkpoint.com/2023/rorschach-a-new-sophisticated-and-fast-ransomware/, https://security.paloaltonetworks.com/PAN-SA-2023-0002","","https://hijacklibs.net/entries/3rd_party/paloalto/winutils.html"
"libeay32.dll","Jai Minton - HuntressLabs","2024-04-15","PSPad","","%PROGRAMFILES%\PSPad editor","%PROGRAMFILES%\PSPad editor\PSPad.exe","Sideloading","","","","0a97c374a6cc14b54b01deb3be77b28e274ced8c0627efba6b84712284332a7a","","https://asec.ahnlab.com/en/58319/, https://www.virustotal.com/gui/file/cf801023465679ec34084bdb1adb9f54b2fc3130925a4b8fdc10b11639b4a7cd, https://www.virustotal.com/gui/file/7add49ed95d6a9e90988dcbfc54cdb727e0c705e3d79879717849798354e3e25, https://www.virustotal.com/gui/file/a13c09f41979df8717a9d39e15e6ce960c1c4ba6af456a563fa3ff1b8b4d388c","Jai Minton (@cyberrraiju)","https://hijacklibs.net/entries/3rd_party/pspad/libeay32.html"
"python310.dll","Jai Minton","2024-05-08","Python","","%PROGRAMFILES%\Python310, %LOCALAPPDATA%\Temp\%VERSION%, %PROGRAMFILES%\DWAgent\runtime, %USERPROFILE%\anaconda3","pythonw.exe","Sideloading","","","","","","https://www.virustotal.com/gui/file/115fba7a9ea7d2e38d042c7fa5f81209e0d712c107ceb2eafe2f27f94c8f6054/details","Jai Minton (@cyberrraiju)","https://hijacklibs.net/entries/3rd_party/python/python310.html"
"python310.dll","Jai Minton","2024-05-08","Python","","%PROGRAMFILES%\Python310, %LOCALAPPDATA%\Temp\%VERSION%, %PROGRAMFILES%\DWAgent\runtime, %USERPROFILE%\anaconda3","dwagent.exe","Sideloading","","","","","","https://www.virustotal.com/gui/file/115fba7a9ea7d2e38d042c7fa5f81209e0d712c107ceb2eafe2f27f94c8f6054/details","Jai Minton (@cyberrraiju)","https://hijacklibs.net/entries/3rd_party/python/python310.html"
"python311.dll","Swachchhanda Shrawan Poudel","2024-10-02","Python","","%PROGRAMFILES%\Python311, %LOCALAPPDATA%\Programs\Python\Python311","pythonw.exe","Sideloading","","","","24385D352B83222DC5AB92FA57B6649854ECD74DE378E279D8AC20A0B3B16009","","https://www.securonix.com/blog/seolurker-attack-campaign-uses-seo-poisoning-fake-google-ads-to-install-malware/, https://thedfirreport.com/2024/09/30/nitrogen-campaign-drops-sliver-and-ends-with-blackcat-ransomware/, https://www.virustotal.com/gui/file/9514035fea8000a664799e369ae6d3af6abfe8e5cda23cdafbede83051692e63, https://www.rapid7.com/blog/post/2024/05/13/ongoing-malvertising-campaign-leads-to-ransomware/","Swachchhanda Shrawan Poudel (@_swachchhanda_)","https://hijacklibs.net/entries/3rd_party/python/python311.html"
"python39.dll","Wietze Beukema","2022-09-26","Python","","%PROGRAMFILES%\Python39, %LOCALAPPDATA%\Temp\%VERSION%, %PROGRAMFILES%\Microsoft Visual Studio\2022\Community\Common7\IDE\CommonExtensions\Microsoft\VC\SecurityIssueAnalysis\python, %USERPROFILE%\anaconda3","python39.exe","Sideloading","","","","","","https://twitter.com/SBousseaden/status/1530595156055011330","Samir (@sbousseaden)","https://hijacklibs.net/entries/3rd_party/python/python39.html"
